value,v1,v2,split,,
5199,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,test,,
5200,ham,Ugh my leg hurts. Musta overdid it on mon.,test,,
5201,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,test,,
5202,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or $5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost$1.50/pm, Max10mins",test,,
5203,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,test,,
5204,ham,Me fine..absolutly fine,test,,
5205,ham,How come she can get it? Should b quite diff to guess rite...,test,,
5206,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,test,,
5207,ham,I will reach ur home in  &lt;#&gt;  minutes,test,,
5208,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",test,,
5209,ham,Hi.what you think about match?,test,,
5210,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",test,,
5211,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,test,,
5212,ham,It is only yesterday true true.,test,,
5213,ham,K.k.how is your business now?,test,,
5214,ham,3 pa but not selected.,test,,
5215,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,test,,
5216,ham,I keep ten rs in my shelf:) buy two egg.,test,,
5217,ham,I am late. I will be there at,test,,
5218,ham,Well thats nice. Too bad i cant eat it,test,,
5219,ham,I accidentally brought em home in the box,test,,
5220,ham,Pls she needs to dat slowly or she will vomit more.,test,,
5221,ham,I have to take exam with in march 3,test,,
5222,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",test,,
5223,ham,5 nights...We nt staying at port step liao...Too ex,test,,
5224,ham,If I die I want u to have all my stuffs.,test,,
5225,ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",test,,
5226,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,test,,
5227,ham,Prabha..i'm soryda..realy..frm heart i'm sory,test,,
5228,ham,I re-met alex nichols from middle school and it turns out he's dealing!,test,,
5229,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,test,,
5230,ham,It means u could not keep ur words.,test,,
5231,ham,"Nope, I'm still in the market",test,,
5232,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,test,,
5233,spam,YOU ARE CHOSEN TO RECEIVE A $350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,test,,
5234,ham,Hey what how about your project. Started aha da.,test,,
5235,ham,Ok cool. See ya then.,test,,
5236,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,test,,
5237,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,test,,
5238,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,test,,
5239,ham,Yeah I can still give you a ride,test,,
5240,ham,"Jay wants to work out first, how's 4 sound?",test,,
5241,ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",test,,
5242,ham,Its a part of checking IQ,test,,
5243,ham,Hmm thinking lor...,test,,
5244,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,test,,
5245,ham,thanks for the temales it was wonderful. Thank. Have a great week.,test,,
5246,ham,Thank you princess! I want to see your nice juicy booty...,test,,
5247,ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,test,,
5248,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,test,,
5249,ham,U come n search tat vid..not finishd..,test,,
5250,ham,"K I'm leaving soon, be there a little after 9",test,,
5251,spam,Urgent! Please call 09061213237 from a landline. $5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,test,,
5252,ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",test,,
5253,ham,You do your studies alone without anyones help. If you cant no need to study.,test,,
5254,ham,Please tell me not all of my car keys are in your purse,test,,
5255,ham,I didnt get anything da,test,,
5256,ham,Ok... Sweet dreams...,test,,
5257,ham,Well she's in for a big surprise!,test,,
5258,ham,"As usual..iam fine, happy &amp; doing well..:)",test,,
5259,ham,1 in cbe. 2 in chennai.,test,,
5260,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,test,,
5261,ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,test,,
5262,ham,I absolutely LOVE South Park! I only recently started watching the office.,test,,
5263,ham,Did you see that film:),test,,
5264,ham,Pls speak with me. I wont ask anything other then you friendship.,test,,
5265,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",test,,
5266,ham,Gud ni8.swt drms.take care,test,,
5267,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,test,,
5268,ham,Anything lar then Ì_ not going home 4 dinner?,test,,
5269,ham,\ER,test,,
5270,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",test,,
5271,ham,Did u fix the teeth?if not do it asap.ok take care.,test,,
5272,ham,So u wan 2 come for our dinner tonight a not?,test,,
5273,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",test,,
5274,ham,Its too late:)but its k.wish you the same.,test,,
5275,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",test,,
5276,ham,Oh yeah clearly it's my fault,test,,
5277,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,test,,
5278,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",test,,
5279,spam,URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,test,,
5280,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",test,,
5281,ham,"Vikky, come around  &lt;TIME&gt; ..",test,,
5282,ham,"And how you will do that, princess? :)",test,,
5283,ham,I have gone into get info bt dont know what to do,test,,
5284,ham,"Yeah, probably here for a while",test,,
5285,ham,Sent me ur email id soon,test,,
5286,spam,"URGENT! You have won a 1 week FREE membership in our $100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",test,,
5287,ham,I'm still pretty weak today .. Bad day ?,test,,
5288,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,test,,
5289,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),test,,
5290,ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,test,,
5291,ham,Dear where you. Call me,test,,
5292,ham,Xy trying smth now. U eat already? We havent...,test,,
5293,spam,Urgent! Please call 09061213237 from landline. $5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,test,,
5294,ham,I donno its in your genes or something,test,,
5295,spam,XMAS iscoming & ur awarded either $500 CD gift vouchers & free entry 2 r $100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,test,,
5296,ham,Alex says he's not ok with you not being ok with it,test,,
5297,ham,Are u coming to the funeral home,test,,
5298,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,test,,
5299,ham,I.ll hand her my phone to chat wit u,test,,
5300,ham,Well good morning mr . Hows london treatin' ya treacle?,test,,
5301,ham,I can't make it tonight,test,,
5302,ham,At WHAT TIME should i come tomorrow,test,,
5303,ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,test,,
5304,ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",test,,
5305,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,test,,
5306,ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",test,,
5307,ham,Ill be at yours in about 3 mins but look out for me,test,,
5308,ham,What you did in  leave.,test,,
5309,ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,test,,
5310,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",test,,
5311,ham,"yeah, that's what I was thinking",test,,
5312,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,test,,
5313,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,test,,
5314,ham,My sister going to earn more than me da.,test,,
5315,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX $1.50,test,,
5316,ham,Hahaha..use your brain dear,test,,
5317,ham,Jus finish watching tv... U?,test,,
5318,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",test,,
5319,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",test,,
5320,ham,Kothi print out marandratha.,test,,
5321,ham,But we havent got da topic yet rite?,test,,
5322,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,test,,
5323,ham,"Thanks, I'll keep that in mind",test,,
5324,ham,Aah bless! How's your arm?,test,,
5325,ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",test,,
5326,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",test,,
5327,ham,What makes you most happy?,test,,
5328,ham,Wishing you a wonderful week.,test,,
5329,ham,Sweet heart how are you?,test,,
5330,ham,"Sir, waiting for your letter.",test,,
5331,ham,Dude im no longer a pisces. Im an aquarius now.,test,,
5332,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,test,,
5333,ham,I think steyn surely get one wicket:),test,,
5334,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",test,,
5335,ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",test,,
5336,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,test,,
5337,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,test,,
5338,ham,My birthday is on feb  &lt;#&gt;  da. .,test,,
5339,ham,So when do you wanna gym?,test,,
5340,ham,You'd like that wouldn't you? Jerk!,test,,
5341,ham,Are u awake? Is there snow there?,test,,
5342,ham,And of course you should make a stink!,test,,
5343,spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",test,,
5344,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,test,,
5345,ham,When you guys planning on coming over?,test,,
